स्त्रियो,स्त्री
ढोने,ढो
"२,१००",२१००
मिलाकर,मिला
मोहरों,मोहर
कासलों,कासल
कोशिकाओं,कोशिका
मतों,मत
ए.,ए
जमने,जम
बचके,बच
अभियानों,अभियान
"३०,०००",३००००
सकें,सक
बरसानी,बरसा
राजभवनों,राजभवन
वार्डो,वार्ड
फूलों,फूल
बिना,बिन
बर्तनों,बर्तन
जाते,जा
हज़ार,हजार
लहरें,लहर
नजदीकियों,नजदीकी
बैठेंगे,बैठ
ढोना,ढो
शिवजी,शिव
सुलझाना,सुलझा
डाकघरों,डाकघर
घटी,घट
अध्यापिकाओं,अध्यापिका
अंधड़,अंधड
के.,का
बची,बच
ट्रस्टों,ट्रस्ट
लगाई,लगा
समर्थकों,समर्थक
दबाने,दबा
"१०,५६४",१०५६४
कुचलकर,कुचल
बदलते,बदल
कुर्सियां,कुर्सी
भाईयों,भाई
बोलियां,बोली
अंशधारकों,अंशधारक
स्वीकारते,स्वीकार
उद्योगों,उद्योग
खोजों,खोज
बनवाया,बनवा
कारों,कार
थोड़ी,थोडा
साह,सह
बजे,बज
मंगाने,मंगा
सम्पर्क,संपर्क
गोलियाँ,गोली
जीतकर,जीत
प्रत्यारोपों,प्रत्यारोप
उतरी,उतर
पंछियों,पंछी
योद्धाओं,योद्धा
राहें,राह
चिड़ियों,चिड़िया
सबका,सब
इसी,इस
किसका,कौन
कॉर्डिनल्स,कॉर्डिनल
पर्वतारोहियों,पर्वतारोही
हटाए,हटा
टूटकर,टूट
पहुँचाएगा,पहुँचा
फाइलों,फाइल
कारखानों,कारखाना
ठहराते,ठहरा
बांधकर,बांध
तलाशने,तलाश
खदेड़,खदेड
ट्रकों,ट्रक
दलों,दल
विश्वविद्यालय,विशवविद्यालय
एयरलाइंस,एयरलाइन
जोड़,जोड
"३,१३,०००",३१३०००
