स्त्रियो,स्त्री
माना,मान
जाएँगे,जा
तबकों,तबका
बेचा,बेच
घसीटने,घसीट
खुलवाने,खुलवा
वेबसाइटों,वेबसाइट
निकाले,निकाल
अटकलों,अटकल
पिछड़े,पिछडा
सौंपा,सौंप
करूंगा,कर
टुकड़ों,टुकडा
एकमात्र,एक
भवनों,भवन
करवाएगी,करवा
भड़केगा,भड़क
जुड़ने,जुड
बरतनी,बरत
उड़ाकर,उड़ा
बौद्धों,बौद्ध
मुझे,मैं
लोंगों,लोंग
नज़दीक,नजदीक
गलतियां,गलती
खरीदनी,खरीद
ठहराए,ठहरा
घुसने,घुस
बसने,बस
ग्रहों,ग्रह
समूहों,समूह
करूँगा,कर
अच्‍छी,अच्छा
मंगवाकर,मंगवा
बैठकर,बैठ
ट्रकों,ट्रक
नियोक्ताओं,नियोक्ता
पतियों,पति
भागों,भाग
पटरियां,पटरी
पार्टनरों,पार्टनर
मनाए,मना
बनेगा,बन
भरनी,भर
पहाड़ियों,पहाडी
भाइयों,भाई
अरबों,अरब
रखता,रख
मोड़ना,मोड़
बुलाए,बुला
पहचानी,पहचान
पिछड़े,पिछड
छटते,छट
होकर,हो
बाज़ारों,बाजार
भुगतना,भुगत
उपासकों,उपासक
कासलों,कासल
विसंगतियों,विसंगति
सिखाना,सिखा
घोड़ों,घोड़ा
बड़ा,बडा
डालेंगे,डाल
पड़,पड
योजनाओं,योजना
चरणों,चरण
दूसरों,दूसरा
थकती,थक
सांसदों,सांसद
लड़कों,लड़का
लाये,ला
फंसे,फँस
भूलतीं,भूल
मांगनी,मांग
अपहरणों,अपहरण
गाँवों,गांव
पुकारा,पुकार
उलझना,उलझ
पार्टियों,पार्टी
बैठते,बैठ
रिफाइनरियों,रिफाइनरी
चाहने,चाह
घूमते,घूम
